index,original,transformed,tokens
16963,"Stp Infracare Pvt., Ltd.",stp infracare,"['stp', 'infracare']"
1319,STRABAG ,strabag,['strabag']
1233,Strabag SE (WBAG:STR),strabag se,"['strabag', 'se']"
6330,Straight Forwarding Inc.,straight forwarding,"['straight', 'forwarding']"
6585,Strata Geosystems India Private Ltd.,strata geosystems india private,"['strata', 'geosystems', 'india', 'private']"
26820,Strattec Security Corp.,strattec security,"['strattec', 'security']"
5225,Streamline Sports,streamline sports,"['streamline', 'sports']"
65607,Strechwell Inc.,strechwell,['strechwell']
16223,Stretchwell Inc.,stretchwell,['stretchwell']
8490,Stricker Gmb H & Co.Kg,stricker gmb,"['stricker', 'gmb']"
11722,"String Da (Suzhou) Engineering Plastics Technology Co., Ltd.",string da engineering plastics technology,"['string', 'da', 'engineering', 'plastics', 'technology']"
13985,4 Stroke Energies,stroke energies,"['stroke', 'energies']"
50423,Struddys Apparel Co.Pty. Ltd.,struddys apparel,"['struddys', 'apparel']"
25088,Struddys Apparel Co (Pty) Ltd.,struddys apparel co,"['struddys', 'apparel', 'co']"
654,Studio Moda Sac,studio moda sac,"['studio', 'moda', 'sac']"
126011,Sturm Foods Inc.,sturm foods,"['sturm', 'foods']"
3783,Stylites Shoes Trading Llc,stylites shoes trading llc,"['stylites', 'shoes', 'trading', 'llc']"
43299,Stylo Tablewares,stylo tablewares,"['stylo', 'tablewares']"
6160,Styrolution America Llc,styrolution america llc,"['styrolution', 'america', 'llc']"
6074,"Styron Petrochemical (Zhangjiagang) Co., Ltd.",styron petrochemical,"['styron', 'petrochemical']"
19690,"Su Mei Fabric Design (Shenzhen) Co., Ltd.",su mei fabric design,"['su', 'mei', 'fabric', 'design']"
342,Subensambles Internacionales,subensambles internacionales,"['subensambles', 'internacionales']"
1268,Subsino Inc.,subsino,['subsino']
27112,Sucafina Sa,sucafina sa,"['sucafina', 'sa']"
3195,"Succeed Life Science Pte., Ltd.",succeed life science,"['succeed', 'life', 'science']"
2395,"Succeed Rubber & Plastic Co., Ltd.",succeed rubber plastic,"['succeed', 'rubber', 'plastic']"
22877,Suchiate Y Soconusco International S.A. De C.V.,suchiate soconusco international de,"['suchiate', 'soconusco', 'international', 'de']"
109846,Sudais Edress Ltd.,sudais edress,"['sudais', 'edress']"
3287,Sudais Idrass Ltd.,sudais idrass,"['sudais', 'idrass']"
10985,Sudex Tito Logistica Ltda,sudex tito logistica ltda,"['sudex', 'tito', 'logistica', 'ltda']"
3017,"Sudiva Spinners Pvt., Ltd.",sudiva spinners,"['sudiva', 'spinners']"
58244,Sudo Cac Ltd.,sudo cac,"['sudo', 'cac']"
5864,Suelatex C.A.,suelatex,['suelatex']
11413,Suez India Private Ltd.,suez india private,"['suez', 'india', 'private']"
9715,Sufwan Enterprises,sufwan enterprises,"['sufwan', 'enterprises']"
2541,Suinsa Industrial Supplysa De Cv,suinsa industrial supplysa de cv,"['suinsa', 'industrial', 'supplysa', 'de', 'cv']"
54361,Suit Kote Corp.,suit kote,"['suit', 'kote']"
2089,Suit-Kote Corporation,suit-kote,['suit-kote']
100932,Suite Sleep Inc.,suite sleep,"['suite', 'sleep']"
6024,"Suja Shoei Industries Pvt., Ltd.",suja shoei industries,"['suja', 'shoei', 'industries']"
766,Suja Shoei Industries Private Ltd.,suja shoei industries private,"['suja', 'shoei', 'industries', 'private']"
18768,Sujan Cooper Standard Avs Private Ltd.,sujan cooper standard avs private,"['sujan', 'cooper', 'standard', 'avs', 'private']"
1234,Sujan Industries,sujan industries,"['sujan', 'industries']"
19574,"Sukhontawit Textile Co., Ltd.",sukhontawit textile,"['sukhontawit', 'textile']"
1163,Suleman Ali Suleiman Ltd.,suleman ali suleiman,"['suleman', 'ali', 'suleiman']"
14080,Sulfo Rwanda Industries,sulfo rwanda industries,"['sulfo', 'rwanda', 'industries']"
58474,O Sullivan Films,sullivan films,"['sullivan', 'films']"
13032,Sulzer Chemtech Usa Inc.,sulzer chemtech usa,"['sulzer', 'chemtech', 'usa']"
1164,Sumaiya Rubber Scrape,sumaiya rubber scrape,"['sumaiya', 'rubber', 'scrape']"
8642,Sumangal Enterprises.,sumangal,['sumangal']
49168,Sumaq Alimentos S.A.,sumaq alimentos,"['sumaq', 'alimentos']"
9081,"Sumec International Technology Co., Ltd.",sumec international technology,"['sumec', 'international', 'technology']"
6946,Sumika Electronic Materials Inc.,sumika electronic materials,"['sumika', 'electronic', 'materials']"
3123,Sumika Polymers Mexico S De Rl De Cv,sumika polymers mexico de rl de cv,"['sumika', 'polymers', 'mexico', 'de', 'rl', 'de', 'cv']"
3983,Sumika Polymers North America,sumika polymers north america,"['sumika', 'polymers', 'north', 'america']"
1919,Sumimoto,sumimoto,['sumimoto']
26216,Suministro De Especialidades Sa De Cv,suministro de especialidades sa de cv,"['suministro', 'de', 'especialidades', 'sa', 'de', 'cv']"
9292,Serv. Y Suministros Voith Chil,suministros voith chil,"['suministros', 'voith', 'chil']"
11213,Suminoe Textile De Mexico S.A De C.V,suminoe textile de mexico de,"['suminoe', 'textile', 'de', 'mexico', 'de']"
6360,"Suminoe Textile Trading (Shanghai) Co., Ltd.",suminoe textile trading,"['suminoe', 'textile', 'trading']"
4993,Sumiparts Sas,sumiparts sas,"['sumiparts', 'sas']"
10178,Sumiriko Do Brasil Industria De Borr Achas Ltda,sumiriko do brasil industria de borr achas ltda,"['sumiriko', 'do', 'brasil', 'industria', 'de', 'borr', 'achas', 'ltda']"
2207,Sumisho Global Logistics,sumisho global logistics,"['sumisho', 'global', 'logistics']"
26102,"Sumitomo Bakelite (Nantong) Co., Ltd.",sumitomo bakelite,"['sumitomo', 'bakelite']"
4561,Sumitomo Chemical Co.Ltd.,sumitomo chemical,"['sumitomo', 'chemical']"
29424,Sumitomo Chemical Do Brasil Representacoes Limitada,sumitomo chemical do brasil representacoes limitada,"['sumitomo', 'chemical', 'do', 'brasil', 'representacoes', 'limitada']"
6513,Sumitomo Corporat Mex Sa Cv,sumitomo corporat mex sa cv,"['sumitomo', 'corporat', 'mex', 'sa', 'cv']"
8507,Sumitomo Corporation Do Brasil Sa,sumitomo do brasil sa,"['sumitomo', 'do', 'brasil', 'sa']"
1903,Sumitomo Industrias Pesadas Do Brasil Ltda,sumitomo industrias pesadas do brasil ltda,"['sumitomo', 'industrias', 'pesadas', 'do', 'brasil', 'ltda']"
548,Sumitomo Corporation Of America,sumitomo of america,"['sumitomo', 'of', 'america']"
18559,Sumitomo Rubber(Hunan) Co. Ltd.,sumitomo rubber,"['sumitomo', 'rubber']"
3314,Sumitomo Rubber Do Brasil Ltda,sumitomo rubber do brasil ltda,"['sumitomo', 'rubber', 'do', 'brasil', 'ltda']"
13492,Sumitomo Rubber Inds,sumitomo rubber inds,"['sumitomo', 'rubber', 'inds']"
5253,Sumitomo Rubber Industries,sumitomo rubber industries,"['sumitomo', 'rubber', 'industries']"
176,Sumitomo Rubber Industries Usa,sumitomo rubber industries usa,"['sumitomo', 'rubber', 'industries', 'usa']"
224,Sumitomo Rubber Industriesusa,sumitomo rubber industriesusa,"['sumitomo', 'rubber', 'industriesusa']"
9791,Sumitomo Rubber North America Inc.,sumitomo rubber north america,"['sumitomo', 'rubber', 'north', 'america']"
40703,Sumitomo Rubber Usa Llc,sumitomo rubber usa llc,"['sumitomo', 'rubber', 'usa', 'llc']"
3076,Sumitomo Rubber Usa 10 Sheridan,sumitomo rubber usa sheridan,"['sumitomo', 'rubber', 'usa', 'sheridan']"
17727,Sumitomo Warehouse (Usa.) Inc.,sumitomo warehouse,"['sumitomo', 'warehouse']"
15962,Summa Sistemas C. A,summa sistemas,"['summa', 'sistemas']"
60348,Summary Ag,summary ag,"['summary', 'ag']"
18351,Summary Gmb H,summary gmb,"['summary', 'gmb']"
3235,Summit De Baja California Sa De Cv,summit de baja california sa de cv,"['summit', 'de', 'baja', 'california', 'sa', 'de', 'cv']"
4993,Summit Esp Llc A Halliburton Serv,summit esp llc halliburton serv,"['summit', 'esp', 'llc', 'halliburton', 'serv']"
24334,Summit Global,summit global,"['summit', 'global']"
11897,Summit Packaging Systems Inc.,summit packaging systems,"['summit', 'packaging', 'systems']"
72718,Summit Plastic Silao S De Rl De Cv,summit plastic silao de rl de cv,"['summit', 'plastic', 'silao', 'de', 'rl', 'de', 'cv']"
17465,Summit Plastics Guanajuato S De Rl De Cv,summit plastics guanajuato de rl de cv,"['summit', 'plastics', 'guanajuato', 'de', 'rl', 'de', 'cv']"
9766,Summum Medicina Privada S.A.,summum medicina privada,"['summum', 'medicina', 'privada']"
59574,Sumstar Group Corp.,sumstar,['sumstar']
19188,Sun Blinds Decoration Inc.,sun blinds decoration,"['sun', 'blinds', 'decoration']"
498,Sun Chemical Corporation,sun chemical,"['sun', 'chemical']"
17714,E. Sun Commercial Bank Ltd.,sun commercial bank,"['sun', 'commercial', 'bank']"
20212,Sun Deep Exp.,sun deep,"['sun', 'deep']"
73823,Sun Exim,sun exim,"['sun', 'exim']"
94079,Sun Fast International Llc,sun fast international llc,"['sun', 'fast', 'international', 'llc']"
13656,Sun Flag (Thailand) Ltd.,sun flag,"['sun', 'flag']"
42105,Sun Jade International Footwear Ltd.,sun jade international footwear,"['sun', 'jade', 'international', 'footwear']"
22692,Sun Med,sun med,"['sun', 'med']"
3574,Sun Pharmaceutical Industries Ltd.,sun pharmaceutical industries,"['sun', 'pharmaceutical', 'industries']"
38513,Sun Phoenix Mexico S.A. De C.V.,sun phoenix mexico de,"['sun', 'phoenix', 'mexico', 'de']"
38490,"Sun Rise Hometextile Co., Ltd.",sun rise hometextile,"['sun', 'rise', 'hometextile']"
13765,Sun Track Express,sun track express,"['sun', 'track', 'express']"
693,"Sunami Industries Co., Ltd.",sunami industries,"['sunami', 'industries']"
178039,Sunbury Toyworld,sunbury toyworld,"['sunbury', 'toyworld']"
31365,Suncall Technologies(Sz) Co. Ltd.,suncall technologies,"['suncall', 'technologies']"
714,SUNCOR,suncor,['suncor']
2452,Suncor Energy Inc. (TSX:SU),suncor energy,"['suncor', 'energy']"
3339,Suncorp,suncorp,['suncorp']
11264,Suncrest Industries,suncrest industries,"['suncrest', 'industries']"
22434,Sundaram Auto Components,sundaram auto components,"['sundaram', 'auto', 'components']"
12420,Sundaram Brake Linings Ltd.,sundaram brake linings,"['sundaram', 'brake', 'linings']"
5244,Sundaram Industries Ltd.,sundaram industries,"['sundaram', 'industries']"
556,Sundaram Industries Private Ltd.,sundaram industries private,"['sundaram', 'industries', 'private']"
5574,Sundaram Lanka Tyres Ltd.,sundaram lanka tyres,"['sundaram', 'lanka', 'tyres']"
51162,Sundate Llc,sundate llc,"['sundate', 'llc']"
1037,Sundeep Industries,sundeep industries,"['sundeep', 'industries']"
18143,"Sunfix Plast Pvt., Ltd.",sunfix plast,"['sunfix', 'plast']"
17425,Sunflag (Nigeria) Ltd.,sunflag,['sunflag']
6250,Sunflag Nigeria Ltd.,sunflag nigeria,"['sunflag', 'nigeria']"
19492,Sunflag Thailand Ltd.,sunflag thailand,"['sunflag', 'thailand']"
3193,Sunflex Recycling Private Ltd.,sunflex recycling private,"['sunflex', 'recycling', 'private']"
6260,Sungrow Developers India Private Ltd.,sungrow developers india private,"['sungrow', 'developers', 'india', 'private']"
98806,Sunguider Incorporadora E Comercio Exterior Ltda,sunguider incorporadora comercio exterior ltda,"['sunguider', 'incorporadora', 'comercio', 'exterior', 'ltda']"
6579,Sunil Enterprises,sunil enterprises,"['sunil', 'enterprises']"
2781,"Sunil Mahajan & Sons Sporting Pvt., Ltd.",sunil mahajan sons sporting,"['sunil', 'mahajan', 'sons', 'sporting']"
6325,Sunil Polymers,sunil polymers,"['sunil', 'polymers']"
2203,Sunland Logistics,sunland logistics,"['sunland', 'logistics']"
13073,Sunningdale Technologies Sa De Cv,sunningdale technologies sa de cv,"['sunningdale', 'technologies', 'sa', 'de', 'cv']"
49430,Sunny Crystal Ltd.,sunny crystal,"['sunny', 'crystal']"
8893,Sunny Enterprises,sunny enterprises,"['sunny', 'enterprises']"
3621,Sunny International Logistics Inc.,sunny international logistics,"['sunny', 'international', 'logistics']"
7725,"Sunny World Chemicals Co., Ltd.",sunny world chemicals,"['sunny', 'world', 'chemicals']"
1164,Sunray International Ltd.,sunray international,"['sunray', 'international']"
21395,Sunrise Assets Private Ltd.,sunrise assets private,"['sunrise', 'assets', 'private']"
5955,Sunrise Exim,sunrise exim,"['sunrise', 'exim']"
2796,Sunrise Industrial Corporation,sunrise industrial,"['sunrise', 'industrial']"
6976,"Sunrise Sports (India) Pvt., Ltd.",sunrise sports,"['sunrise', 'sports']"
757,Sunshine Industries,sunshine industries,"['sunshine', 'industries']"
850,Sunshine Logistics,sunshine logistics,"['sunshine', 'logistics']"
8453,Sunshine Nursery,sunshine nursery,"['sunshine', 'nursery']"
2728,Sunstrand Llc,sunstrand llc,"['sunstrand', 'llc']"
2240,"Sunteam Technology Co., Ltd.",sunteam technology,"['sunteam', 'technology']"
13,"Suntrans International, Inc.",suntrans international,"['suntrans', 'international']"
15910,Sunvest Corp.,sunvest,['sunvest']
1057,Sunway Electronics Co.,sunway electronics,"['sunway', 'electronics']"
19592,Sunzone Corportion,sunzone corportion,"['sunzone', 'corportion']"
1424,Suolificio Linea Italia India Private Ltd.,suolificio linea italia india private,"['suolificio', 'linea', 'italia', 'india', 'private']"
2950,Supasport Whole Sale Ltd.,supasport whole sale,"['supasport', 'whole', 'sale']"
9778,Super Atv,super atv,"['super', 'atv']"
1670,SUPER BETON,super beton,"['super', 'beton']"
86674,"Super Bond Adhesives Pvt., Ltd.",super bond adhesives,"['super', 'bond', 'adhesives']"
9778,Super Cereals (Pty) ) Ltd.,super cereals,"['super', 'cereals']"
12108,Super Circle Auto,super circle auto,"['super', 'circle', 'auto']"
26921,Super Cute Inc.,super cute,"['super', 'cute']"
14456,C.I. Super De Alimentos S.A.,super de alimentos,"['super', 'de', 'alimentos']"
17561,"Super Engineering Plastics (Shenzhen) Co., Ltd.",super engineering plastics,"['super', 'engineering', 'plastics']"
11762,Super Fare Nui,super fare nui,"['super', 'fare', 'nui']"
34346,Super Gas De Ciudad Juarez Sa De Cv,super gas de ciudad juarez sa de cv,"['super', 'gas', 'de', 'ciudad', 'juarez', 'sa', 'de', 'cv']"
6122,"Super Hoze Industries Pvt., Ltd.",super hoze industries,"['super', 'hoze', 'industries']"
6432,Super Link Logistics Ltd.,super link logistics,"['super', 'link', 'logistics']"
97008,"Super Omdurman Co., Ltd.",super omdurman,"['super', 'omdurman']"
65849,Super Seal Flexible Hose Ltd.,super seal flexible hose,"['super', 'seal', 'flexible', 'hose']"
156509,Super Search Car Sales Ltd.,super search car sales,"['super', 'search', 'car', 'sales']"
9171,Super Surgical Industries,super surgical industries,"['super', 'surgical', 'industries']"
17769,Super Technical Fzco,super technical fzco,"['super', 'technical', 'fzco']"
737,Super Tex Industries,super tex industries,"['super', 'tex', 'industries']"
2614,"Super Texfab Pvt., Ltd.",super texfab,"['super', 'texfab']"
4371,Super Transit Logistics Inc.,super transit logistics,"['super', 'transit', 'logistics']"
18296,Super Value Stores Ltd.,super value stores,"['super', 'value', 'stores']"
1187,SUPERBETON,superbeton,['superbeton']
25719,Superchemifix P. Ltd.,superchemifix,['superchemifix']
68783,Superdeporte S.A.,superdeporte,['superdeporte']
36219,Superhouse (Uk) Ltd.,superhouse,['superhouse']
836,Superhouse Middle East F Z C,superhouse middle east,"['superhouse', 'middle', 'east']"
20011,Superior Beariong &Sup,superior beariong sup,"['superior', 'beariong', 'sup']"
27824,Superior Brokerage Services,superior brokerage services,"['superior', 'brokerage', 'services']"
2819,Superior Plastics,superior plastics,"['superior', 'plastics']"
9642,Superior Plastics Extrusion Co. Inc.,superior plastics extrusion,"['superior', 'plastics', 'extrusion']"
149,"Superior Products Plastic Co., Ltd. In Guangzhou",superior products plastic in guangzhou,"['superior', 'products', 'plastic', 'in', 'guangzhou']"
30064,Superking Manufacturers,superking manufacturers,"['superking', 'manufacturers']"
19534,Superlative Properties (Pvt) Ltd.,superlative properties,"['superlative', 'properties']"
65813,"Superlative Surface System Pvt., Ltd.",superlative surface system,"['superlative', 'surface', 'system']"
28760,"Superlite Jointings Pvt., Ltd.",superlite jointings,"['superlite', 'jointings']"
6592,Superlite Jointings Private Ltd.,superlite jointings private,"['superlite', 'jointings', 'private']"
213,Supermax Brasil Importadora Sa,supermax brasil importadora sa,"['supermax', 'brasil', 'importadora', 'sa']"
27361,Supermercados Selectos Inc.,supermercados selectos,"['supermercados', 'selectos']"
99,Superseal Construction Products,superseal construction products,"['superseal', 'construction', 'products']"
53616,Superspuma Del Paraguay Sa,superspuma del paraguay sa,"['superspuma', 'del', 'paraguay', 'sa']"
9013,"Supple Rubber Chemical Pvt., Ltd.",supple rubber chemical,"['supple', 'rubber', 'chemical']"
5181,Supply Chain Services (H.M.Royal),supply chain services,"['supply', 'chain', 'services']"
57978,Supply Chain Shipping,supply chain shipping,"['supply', 'chain', 'shipping']"
271,Supply Solutions De Mexico Sa De Cv,supply solutions de mexico sa de cv,"['supply', 'solutions', 'de', 'mexico', 'sa', 'de', 'cv']"
2016,Supply Solutions Network Llc,supply solutions network llc,"['supply', 'solutions', 'network', 'llc']"
14364,Supra Clean S.A.,supra clean,"['supra', 'clean']"
739,Supra Textiles Ltd.,supra textiles,"['supra', 'textiles']"
3521,Supreme Bituchem India Private Ltd.,supreme bituchem india private,"['supreme', 'bituchem', 'india', 'private']"
8973,Supreme Garments Inc.,supreme garments,"['supreme', 'garments']"
544,Supreme Global Trading,supreme global trading,"['supreme', 'global', 'trading']"
1186,Supreme Industries Ltd.,supreme industries,"['supreme', 'industries']"
43395,Supreme Petrochem Ltd.,supreme petrochem,"['supreme', 'petrochem']"
5865,Supreme Rubber Industries,supreme rubber industries,"['supreme', 'rubber', 'industries']"
6237,Supreme Rubber Llc,supreme rubber llc,"['supreme', 'rubber', 'llc']"
5036,Suptec S A,suptec,['suptec']
22498,Sur Pacifico S.A.,sur pacifico,"['sur', 'pacifico']"
3410,Sur Quimica S.A.,sur quimica,"['sur', 'quimica']"
